Tax Year,Resident Type,Place of Residence,Country,State,County,Disclosure,Number of All Returns,NY AGI of All Returns (in thousands) *,Tax Liability of All Returns (in thousands) **,Number of Taxable Returns,NY AGI of Taxable Returns (in thousands) *,Tax Liability of Taxable Returns (in thousands) **,Number of Nontaxable Returns,NY AGI of Nontaxable Returns (in thousands) *,Tax Liability of Nontaxable Returns (in thousands) **,Average NY AGI of All Returns,Average Tax of All Returns,Average NY AGI of Taxable Returns,Average Tax of Taxable Returns,Average NY AGI of Nontaxable Returns,County Sort Order
2001,Full-Year Nonresident,North Carolina,United States,North Carolina,All,,"5,976","1,227,214","11,380","4,079","998,858","11,384","1,897","228,356",,"205,357","1,904","244,878","2,791","120,377",132
2001,Full-Year Nonresident,Ohio,United States,Ohio,All,,"3,378","1,191,416","5,354","2,660","919,274","5,391",718,"272,142",,"352,699","1,585","345,592","2,027","379,028",134
2001,Full-Year Nonresident,Pennsylvania,United States,Pennsylvania,All,,"42,830","5,611,987","88,941","36,854","5,114,589","88,983","5,976","497,398",,"131,029","2,077","138,780","2,414","83,233",137
2001,Full-Year Nonresident,Rhode Island,United States,Rhode Island,All,,"1,584","371,839","3,561","1,249","253,828","3,641",335,"118,011",,"234,747","2,248","203,225","2,915","352,272",138
2001,Full-Year Nonresident,South Carolina,United States,South Carolina,All,,"2,296","367,448","5,824","1,598","323,446","5,844",698,"44,003",,"160,038","2,537","202,407","3,657","63,042",139
2001,Full-Year Nonresident,Tennessee,United States,Tennessee,All,,"1,341","492,351","2,768","1,011","352,334","2,774",330,"140,017",,"367,152","2,064","348,500","2,744","424,294",141
2001,Full-Year Nonresident,Texas,United States,Texas,All,,"5,446","3,125,677","17,075","4,299","2,626,879","17,076","1,147","498,798",,"573,940","3,135","611,044","3,972","434,872",142
2001,Full-Year Nonresident,Vermont,United States,Vermont,All,,"3,906","447,460","7,554","3,345","409,671","7,556",561,"37,789",,"114,557","1,934","122,473","2,259","67,360",144
2001,Full-Year Nonresident,Virginia,United States,Virginia,All,,"6,952","2,132,462","19,596","5,258","1,820,149","19,624","1,694","312,312",,"306,741","2,819","346,168","3,732","184,364",145
2001,Full-Year Nonresident,Washington,United States,Washington,All,,"1,629","4,255,627","3,299","1,228","617,532","3,313",401,"3,638,095",,"2,612,417","2,025","502,876","2,698","9,072,556",146
2001,Full-Year Nonresident,Wisconsin,United States,Wisconsin,All,,"1,090","439,041","1,567",859,"346,830","1,567",231,"92,211",,"402,790","1,438","403,760","1,824","399,182",148
2001,Full-Year Nonresident,All Other States,United States,All Other States,All,,"9,463","2,815,318","15,292","7,043","2,206,939","15,308","2,420","608,379",,"297,508","1,616","313,352","2,174","251,396",150
2001,Full-Year Nonresident,Canada,Canada,Not Applicable,Not Applicable,,"1,124","121,681","3,686",832,"119,401","3,686",292,"2,280",,"108,257","3,279","143,511","4,430","7,808",200
2001,Full-Year Nonresident,China,China,Not Applicable,Not Applicable,,470,"13,849",281,216,"11,602",281,254,"2,247",,"29,466",598,"53,713","1,301","8,846",201
2001,Full-Year Nonresident,France,France,Not Applicable,Not Applicable,,413,"71,791","2,427",306,"66,916","2,427",107,"4,875",,"173,828","5,877","218,680","7,931","45,561",202
2001,Full-Year Nonresident,Germany,Germany,Not Applicable,Not Applicable,,462,"77,739","2,410",302,"75,314","2,410",160,"2,424",,"168,266","5,216","249,384","7,980","15,150",203
2001,Full-Year Nonresident,Ireland,Ireland,Not Applicable,Not Applicable,,"1,248","15,545",215,165,"6,754",215,"1,083","8,792",,"12,456",172,"40,933","1,303","8,118",205
2001,Full-Year Nonresident,All Other Countries +++,All Other Countries +++,Not Applicable,Not Applicable,,"18,349","3,142,692","67,103","11,450","2,944,454","67,103","6,899","198,238",,"171,273","3,657","257,158","5,861","28,734",213
2001,Full-Year Nonresident,Residence Unknown ++++,Residence Unknown ++++,Not Applicable,Not Applicable,,"34,330","6,461,297","155,655","25,267","5,835,826","155,682","9,063","625,471",,"188,211","4,534","230,966","6,161","69,014",214
2001,Full-Year Nonresident,"Grand Total, Full-Year Nonresident",All,All - Excluding New York,"Grand Total, Full-Year Nonresident",,"619,996","147,670,407","3,101,031","537,445","127,581,086","3,101,871","82,551","20,089,321",-840,"238,180","5,002","237,384","5,772","243,356",215
2001,Part-Year Resident,"Grand Total, Part-Year Resident",All,All - Excluding New York,"Grand Total, Part-Year Resident",,"191,032","15,449,317","434,851","157,267","14,717,477","438,474","33,765","731,840","-3,623","80,873","2,276","93,583","2,788","21,675",250
2001,"Grand Total, Total","Grand Total, Total",All,All,"Grand Total, Total",,"8,848,099","588,014,611","22,365,049","6,394,173","548,032,930","22,942,387","2,453,926","39,981,681","-577,338","66,457","2,528","85,708","3,588","16,293",299
2000,Full-Year Resident,New York City - Bronx,United States,New York,Bronx,,"476,409","13,199,855","338,449","279,752","11,296,987","417,760","196,657","1,902,868",,"27,707",710,"40,382","1,493","9,676",1
2000,Full-Year Resident,New York City - Kings,United States,New York,Kings,,"922,058","32,105,687","1,119,178","590,091","29,100,279","1,220,527","331,967","3,005,408",,"34,820","1,214","49,315","2,068","9,053",2
2000,Full-Year Resident,New York City - Manhattan,United States,New York,Manhattan,,"761,759","100,091,205","5,651,711","563,179","98,313,013","5,705,955","198,580","1,778,191",,"131,395","7,419","174,568","10,132","8,955",3
2000,Full-Year Resident,New York City - Queens,United States,New York,Queens,,"891,673","31,456,520","1,141,707","614,000","29,100,771","1,203,390","277,673","2,355,749",,"35,278","1,280","47,395","1,960","8,484",4
2000,Full-Year Resident,New York City - Richmond,United States,New York,Richmond,,"185,897","9,161,626","384,740","142,166","8,854,621","391,786","43,731","307,005",,"49,283","2,070","62,284","2,756","7,020",5
2000,Full-Year Resident,"Total, New York City",United States,New York,"Total, New York City",,"3,237,796","186,014,892","8,635,785","2,189,188","176,665,671","8,939,418","1,048,608","9,349,221",,"57,451","2,667","80,699","4,083","8,916",6
2000,Full-Year Resident,Albany,United States,New York,Albany,,"134,920","6,055,523","267,037","101,795","5,833,497","271,775","33,125","222,026",,"44,882","1,979","57,306","2,670","6,703",7
2000,Full-Year Resident,Allegany,United States,New York,Allegany,,"17,879","530,807","16,594","12,011","484,947","17,688","5,868","45,860",,"29,689",928,"40,375","1,473","7,815",8
2000,Full-Year Resident,Broome,United States,New York,Broome,,"87,856","3,198,993","125,659","62,779","3,023,552","129,271","25,077","175,442",,"36,412","1,430","48,162","2,059","6,996",9
2000,Full-Year Resident,Cattaraugus,United States,New York,Cattaraugus,,"33,478","1,053,781","35,421","22,704","969,986","37,461","10,774","83,795",,"31,477","1,058","42,723","1,650","7,778",10
2000,Full-Year Resident,Cayuga,United States,New York,Cayuga,,"33,224","1,108,587","38,540","23,775","1,034,287","40,607","9,449","74,300",,"33,367","1,160","43,503","1,708","7,863",11
2000,Full-Year Resident,Chautauqua,United States,New York,Chautauqua,,"56,610","1,769,364","58,248","38,356","1,622,934","61,868","18,254","146,430",,"31,255","1,029","42,312","1,613","8,022",12
2000,Full-Year Resident,Chemung,United States,New York,Chemung,,"38,049","1,439,493","56,688","26,636","1,356,174","58,624","11,413","83,319",,"37,833","1,490","50,915","2,201","7,300",13
2000,Full-Year Resident,Chenango,United States,New York,Chenango,,"21,281","681,598","23,077","14,404","626,019","24,670","6,877","55,579",,"32,028","1,084","43,461","1,713","8,082",14
2000,Full-Year Resident,Clinton,United States,New York,Clinton,,"31,938","1,098,491","39,576","22,911","1,031,586","41,191","9,027","66,905",,"34,394","1,239","45,026","1,798","7,412",15
2000,Full-Year Resident,Columbia,United States,New York,Columbia,,"27,039","1,109,752","43,539","19,651","1,050,342","44,793","7,388","59,411",,"41,043","1,610","53,450","2,279","8,042",16
2000,Full-Year Resident,Cortland,United States,New York,Cortland,,"19,519","646,344","22,450","13,963","601,924","23,659","5,556","44,420",,"33,114","1,150","43,109","1,694","7,995",17
2000,Full-Year Resident,Delaware,United States,New York,Delaware,,"19,619","588,915","19,364","12,733","536,964","20,656","6,886","51,951",,"30,018",987,"42,171","1,622","7,544",18
2000,Full-Year Resident,Dutchess,United States,New York,Dutchess,,"120,008","6,192,232","275,573","93,706","6,015,668","278,806","26,302","176,564",,"51,598","2,296","64,197","2,975","6,713",19
2000,Full-Year Resident,Erie,United States,New York,Erie,,"414,151","16,851,028","704,214","299,331","16,072,142","722,613","114,820","778,885",,"40,688","1,700","53,694","2,414","6,784",20
2000,Full-Year Resident,Essex,United States,New York,Essex,,"16,240","554,334","20,301","11,163","518,019","21,013","5,077","36,315",,"34,134","1,250","46,405","1,882","7,153",21
2000,Full-Year Resident,Franklin,United States,New York,Franklin,,"18,563","574,230","18,993","12,411","525,981","20,530","6,152","48,250",,"30,934","1,023","42,380","1,654","7,843",22
2000,Full-Year Resident,Fulton,United States,New York,Fulton,,"23,462","750,509","25,956","16,225","695,753","27,286","7,237","54,756",,"31,988","1,106","42,882","1,682","7,566",23
2000,Full-Year Resident,Genesee,United States,New York,Genesee,,"27,230","906,510","32,232","19,969","853,466","33,553","7,261","53,044",,"33,291","1,184","42,740","1,680","7,305",24
2000,Full-Year Resident,Greene,United States,New York,Greene,,"19,314","683,735","26,008","13,686","644,747","26,821","5,628","38,987",,"35,401","1,347","47,110","1,960","6,927",25
2000,Full-Year Resident,Hamilton,United States,New York,Hamilton,,"2,570","75,124","2,557","1,751","69,809","2,620",819,"5,316",,"29,231",995,"39,868","1,496","6,491",26
2000,Full-Year Resident,Herkimer,United States,New York,Herkimer,,"27,103","816,425","26,406","18,682","751,140","28,222","8,421","65,285",,"30,123",974,"40,207","1,511","7,753",27
2000,Full-Year Resident,Jefferson,United States,New York,Jefferson,,"37,613","1,177,868","39,801","25,454","1,083,318","42,275","12,159","94,551",,"31,315","1,058","42,560","1,661","7,776",28
2000,Full-Year Resident,Lewis,United States,New York,Lewis,,"10,667","313,643","9,242","7,264","284,450","10,200","3,403","29,192",,"29,403",866,"39,159","1,404","8,578",29
2000,Full-Year Resident,Livingston,United States,New York,Livingston,,"26,683","975,456","36,807","19,720","925,074","38,127","6,963","50,382",,"36,557","1,379","46,910","1,933","7,236",30
1999,Full-Year Nonresident,California,United States,California,All,,"17,991","14,984,901","71,818","14,192","11,876,364",,"3,799","3,108,538",,"832,911","3,992","836,835",,"818,252",104
2000,Full-Year Resident,Madison,United States,New York,Madison,,"28,481","1,076,941","40,893","20,874","1,018,204","42,748","7,607","58,736",,"37,813","1,436","48,779","2,048","7,721",31
2000,Full-Year Resident,Monroe,United States,New York,Monroe,,"336,617","15,181,810","659,653","251,631","14,570,177","673,774","84,986","611,633",,"45,101","1,960","57,903","2,678","7,197",32
2000,Full-Year Resident,Montgomery,United States,New York,Montgomery,,"21,961","677,500","22,708","14,997","622,837","24,265","6,964","54,663",,"30,850","1,034","41,531","1,618","7,849",33
2000,Full-Year Resident,Nassau,United States,New York,Nassau,,"651,920","52,449,438","2,693,252","508,904","51,461,951","2,708,774","143,016","987,487",,"80,454","4,131","101,123","5,323","6,905",34
2000,Full-Year Resident,Niagara,United States,New York,Niagara,,"96,860","3,364,424","126,330","69,300","3,175,729","130,660","27,560","188,695",,"34,735","1,304","45,826","1,885","6,847",35
2000,Full-Year Resident,Oneida,United States,New York,Oneida,,"99,407","3,409,807","126,852","69,639","3,191,734","131,993","29,768","218,074",,"34,301","1,276","45,833","1,895","7,326",36
2000,Full-Year Resident,Onondaga,United States,New York,Onondaga,,"202,185","8,601,804","362,435","149,517","8,228,641","371,589","52,668","373,163",,"42,544","1,793","55,035","2,485","7,085",37
2000,Full-Year Resident,Ontario,United States,New York,Ontario,,"45,379","1,876,015","76,442","34,129","1,793,852","78,365","11,250","82,163",,"41,341","1,685","52,561","2,296","7,303",38
2000,Full-Year Resident,Orange,United States,New York,Orange,,"140,111","6,703,579","267,297","106,503","6,455,220","273,573","33,608","248,359",,"47,845","1,908","60,611","2,569","7,390",39
2000,Full-Year Resident,Orleans,United States,New York,Orleans,,"17,359","575,271","20,177","12,233","536,017","21,199","5,126","39,253",,"33,140","1,162","43,817","1,733","7,658",40
2000,Full-Year Resident,Oswego,United States,New York,Oswego,,"49,756","1,668,470","59,141","35,614","1,566,409","61,667","14,142","102,061",,"33,533","1,189","43,983","1,732","7,217",41
2000,Full-Year Resident,Otsego,United States,New York,Otsego,,"24,736","838,927","30,529","17,016","781,088","32,092","7,720","57,838",,"33,915","1,234","45,903","1,886","7,492",42
2000,Full-Year Resident,Putnam,United States,New York,Putnam,,"43,612","2,829,625","128,908","35,837","2,759,115","129,381","7,775","70,510",,"64,882","2,956","76,991","3,610","9,069",43
2000,Full-Year Resident,Rensselaer,United States,New York,Rensselaer,,"68,070","2,619,482","102,837","50,868","2,496,673","105,600","17,202","122,810",,"38,482","1,511","49,081","2,076","7,139",44
2000,Full-Year Resident,Rockland,United States,New York,Rockland,,"128,345","8,214,100","360,136","99,927","8,000,198","364,241","28,418","213,902",,"64,000","2,806","80,060","3,645","7,527",45
2000,Full-Year Resident,St. Lawrence,United States,New York,St. Lawrence,,"40,344","1,271,211","42,953","27,045","1,170,287","45,719","13,299","100,924",,"31,509","1,065","43,272","1,690","7,589",46
2000,Full-Year Resident,Saratoga,United States,New York,Saratoga,,"91,967","4,313,856","188,927","72,486","4,184,497","191,378","19,481","129,359",,"46,907","2,054","57,728","2,640","6,640",47
2000,Full-Year Resident,Schenectady,United States,New York,Schenectady,,"67,760","2,817,930","118,435","49,973","2,694,019","121,091","17,787","123,910",,"41,587","1,748","53,909","2,423","6,966",48
2000,Full-Year Resident,Schoharie,United States,New York,Schoharie,,"12,876","415,572","14,169","9,047","386,511","14,898","3,829","29,061",,"32,275","1,100","42,723","1,647","7,590",49
2000,Full-Year Resident,Schuyler,United States,New York,Schuyler,,"7,794","241,014","7,908","5,422","223,181","8,334","2,372","17,833",,"30,923","1,015","41,162","1,537","7,518",50
2000,Full-Year Resident,Seneca,United States,New York,Seneca,,"14,176","500,205","18,314","9,712","465,038","19,281","4,464","35,167",,"35,285","1,292","47,883","1,985","7,878",51
2000,Full-Year Resident,Steuben,United States,New York,Steuben,,"41,772","1,880,208","80,910","28,973","1,783,016","83,282","12,799","97,192",,"45,011","1,937","61,541","2,874","7,594",52
2000,Full-Year Resident,Suffolk,United States,New York,Suffolk,,"655,821","39,203,688","1,836,916","514,971","38,200,762","1,854,261","140,850","1,002,925",,"59,778","2,801","74,180","3,601","7,121",53
2000,Full-Year Resident,Sullivan,United States,New York,Sullivan,,"29,890","1,046,918","37,328","20,131","972,629","39,301","9,759","74,289",,"35,026","1,249","48,315","1,952","7,612",54
2000,Full-Year Resident,Tioga,United States,New York,Tioga,,"21,742","787,575","28,058","15,605","733,874","29,058","6,137","53,701",,"36,224","1,290","47,028","1,862","8,750",55
2000,Full-Year Resident,Tompkins,United States,New York,Tompkins,,"35,038","1,585,530","68,998","26,919","1,527,753","70,240","8,119","57,778",,"45,252","1,969","56,754","2,609","7,116",56
2000,Full-Year Resident,Ulster,United States,New York,Ulster,,"76,187","3,101,735","124,175","55,871","2,960,558","126,974","20,316","141,177",,"40,712","1,630","52,989","2,273","6,949",57
2000,Full-Year Resident,Warren,United States,New York,Warren,,"29,333","1,121,885","44,731","21,077","1,064,000","46,013","8,256","57,885",,"38,247","1,525","50,482","2,183","7,011",58
2000,Full-Year Resident,Washington,United States,New York,Washington,,"25,063","795,428","25,568","17,522","734,875","27,079","7,541","60,553",,"31,737","1,020","41,940","1,545","8,030",59
2000,Full-Year Resident,Wayne,United States,New York,Wayne,,"41,674","1,563,049","58,884","31,157","1,483,309","60,884","10,517","79,740",,"37,507","1,413","47,608","1,954","7,582",60
